,Id_partida,Id_jugada,turno,FEN,jugada_realizada,valoracion_stockfish,mejor_jugada_stockfish,resultado
26,0,14,blancas,3r1b1r/pkp2pp1/2p1pn1p/7q/3P4/2NRBP1P/PPP1QP2/2K3R1 b - - 1 14,Rd3,-129.0,h5h3,0
27,0,14,negras,3r1br1/pkp2pp1/2p1pn1p/7q/3P4/2NRBP1P/PPP1QP2/2K3R1 w - - 2 15,Rg8,139.0,c3a4,0
28,0,15,blancas,3r1br1/pkp2pp1/2p1pn1p/7q/3PN3/3RBP1P/PPP1QP2/2K3R1 b - - 3 15,Ne4,-279.0,f6e4,0
29,0,15,negras,3r2r1/pkp1bpp1/2p1pn1p/7q/3PN3/3RBP1P/PPP1QP2/2K3R1 w - - 4 16,Be7,180.0,d3b3,0
30,0,16,blancas,3r2r1/pkp1bpp1/2p1pn1p/7q/3PN3/1R2BP1P/PPP1QP2/2K3R1 b - - 5 16,Rb3+,-237.0,b7a8,0
31,0,16,negras,2kr2r1/p1p1bpp1/2p1pn1p/7q/3PN3/1R2BP1P/PPP1QP2/2K3R1 w - - 6 17,Kc8,304.0,e2d3,0
32,0,17,blancas,2kr2r1/p1p1bpp1/Q1p1pn1p/7q/3PN3/1R2BP1P/PPP2P2/2K3R1 b - - 7 17,Qa6+,-65.0,c8d7,0
33,0,17,negras,3r2r1/p1pkbpp1/Q1p1pn1p/7q/3PN3/1R2BP1P/PPP2P2/2K3R1 w - - 8 18,Kd7,329.0,b3c3,0
34,0,18,blancas,3r2r1/p1pkbpp1/Q1p1pn1p/7q/3PN3/1R2BP1P/PPP2P2/2KR4 b - - 9 18,Rd1,-22.0,f6d5,0
35,0,18,negras,3r2r1/p1pkbpp1/Q1p1pn1p/8/3PN3/1R2Bq1P/PPP2P2/2KR4 w - - 0 19,Qxf3,187.0,e3d2,0
36,0,19,blancas,3r2r1/p1pkbpp1/Q1p1pn1p/8/3P4/1R2Bq1P/PPPN1P2/2KR4 b - - 1 19,Nd2,-174.0,f3h3,0
37,0,19,negras,3r2r1/p1pkbpp1/Q1p1pn1p/8/3P4/1R2B2q/PPPN1P2/2KR4 w - - 0 20,Qxh3,430.0,e3f4,0
38,0,20,blancas,3r2r1/p1pkbpp1/Q1p1pn1p/8/2NP4/1R2B2q/PPP2P2/2KR4 b - - 1 20,Nc4,-398.0,f6d5,0
39,0,20,negras,3rk1r1/p1p1bpp1/Q1p1pn1p/8/2NP4/1R2B2q/PPP2P2/2KR4 w - - 2 21,Ke8,489.0,a6c6,0
40,0,21,blancas,3rk1r1/p1p1bpp1/Q1p1pn1p/4N3/3P4/1R2B2q/PPP2P2/2KR4 b - - 3 21,Ne5,-286.0,f6d5,0
41,0,21,negras,3rk1r1/p1p2pp1/Q1pbpn1p/4N3/3P4/1R2B2q/PPP2P2/2KR4 w - - 4 22,Bd6,382.0,e3g5,0
42,0,22,blancas,3rk1r1/p1p2pp1/Q1Nbpn1p/8/3P4/1R2B2q/PPP2P2/2KR4 b - - 0 22,Nxc6,-429.0,d8a8,0
43,0,22,negras,r3k1r1/p1p2pp1/Q1Nbpn1p/8/3P4/1R2B2q/PPP2P2/2KR4 w - - 1 23,Ra8,373.0,c1b1,0
44,0,23,blancas,r3k1r1/pQp2pp1/2Nbpn1p/8/3P4/1R2B2q/PPP2P2/2KR4 b - - 2 23,Qb7,-308.0,e8d7,0
45,0,23,negras,r5r1/pQpk1pp1/2Nbpn1p/8/3P4/1R2B2q/PPP2P2/2KR4 w - - 3 24,Kd7,388.0,e3d2,0
46,0,24,blancas,r5r1/pQpk1pp1/3bpn1p/4N3/3P4/1R2B2q/PPP2P2/2KR4 b - - 4 24,Ne5+,-508.0,d7e7,0
47,0,24,negras,r5r1/pQp1kpp1/3bpn1p/4N3/3P4/1R2B2q/PPP2P2/2KR4 w - - 5 25,Ke7,388.0,e3g5,0
48,0,25,blancas,r5r1/pQp1kpp1/3bpn1p/4N3/3P1B2/1R5q/PPP2P2/2KR4 b - - 6 25,Bf4,-322.0,h3h5,0
49,0,25,negras,r5r1/pQp1kpp1/3bpn1p/4Nq2/3P1B2/1R6/PPP2P2/2KR4 w - - 7 26,Qf5,493.0,e5c6,0
50,0,26,blancas,r5r1/pQp1kpp1/2Nbpn1p/5q2/3P1B2/1R6/PPP2P2/2KR4 b - - 8 26,Nc6+,-462.0,e7d7,0
51,0,26,negras,r5r1/pQpk1pp1/2Nbpn1p/5q2/3P1B2/1R6/PPP2P2/2KR4 w - - 9 27,Kd7,591.0,f4d6,0
52,0,27,blancas,r5r1/pQpk1pp1/2NBpn1p/5q2/3P4/1R6/PPP2P2/2KR4 b - - 0 27,Bxd6,-471.0,d7d6,0
53,0,27,negras,r5r1/pQp2pp1/2Nkpn1p/5q2/3P4/1R6/PPP2P2/2KR4 w - - 0 28,Kxd6,659.0,c6e5,0
54,0,28,blancas,r5r1/pQp2pp1/3kpn1p/4Nq2/3P4/1R6/PPP2P2/2KR4 b - - 1 28,Ne5,-589.0,f6d5,0
55,0,28,negras,r5r1/pQp2pp1/3kpn1p/4N3/3P1q2/1R6/PPP2P2/2KR4 w - - 2 29,Qf4+,962.0,b3e3,0
56,0,29,blancas,r5r1/pQp2pp1/3kpn1p/4N3/3P1q2/1R6/PPP2P2/1K1R4 b - - 3 29,Kb1,-576.0,f6d5,0
57,0,29,negras,r4r2/pQp2pp1/3kpn1p/4N3/3P1q2/1R6/PPP2P2/1K1R4 w - - 4 30,Rgf8,1167.0,b7c6,0
58,1,1,blancas,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e4,-51.0,e7e5,0
59,1,1,negras,rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,e6,48.0,d2d4,0
60,1,2,blancas,rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,d4,-76.0,d7d5,0
61,1,2,negras,rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,d5,50.0,e4e5,0
62,1,3,blancas,rnbqkbnr/ppp2ppp/4p3/3pP3/3P4/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,e5,-40.0,c7c5,0
63,1,3,negras,rnbqkbnr/pp3ppp/4p3/2ppP3/3P4/8/PPP2PPP/RNBQKBNR w KQkq - 0 4,c5,39.0,c2c3,0
64,1,4,blancas,rnbqkbnr/pp3ppp/4p3/2ppP3/3P4/2P5/PP3PPP/RNBQKBNR b KQkq - 0 4,c3,-21.0,b8c6,0
65,1,4,negras,rnb1kbnr/pp3ppp/1q2p3/2ppP3/3P4/2P5/PP3PPP/RNBQKBNR w KQkq - 1 5,Qb6,55.0,g1f3,0
66,1,5,blancas,rnb1kbnr/pp3ppp/1q2p3/2ppP3/3P4/2P2N2/PP3PPP/RNBQKB1R b KQkq - 2 5,Nf3,-24.0,c5d4,0
67,1,5,negras,r1b1kbnr/pp3ppp/1qn1p3/2ppP3/3P4/2P2N2/PP3PPP/RNBQKB1R w KQkq - 3 6,Nc6,34.0,f1d3,0
68,1,6,blancas,r1b1kbnr/pp3ppp/1qn1p3/2ppP3/3P4/2PB1N2/PP3PPP/RNBQK2R b KQkq - 4 6,Bd3,20.0,c5d4,0
69,1,6,negras,r1b1kbnr/pp3ppp/1qn1p3/3pP3/3p4/2PB1N2/PP3PPP/RNBQK2R w KQkq - 0 7,cxd4,1.0,c3d4,0
70,1,7,blancas,r1b1kbnr/pp3ppp/1qn1p3/3pP3/3p4/2PB1N2/PP3PPP/RNBQ1RK1 b kq - 1 7,O-O,14.0,d4c3,0
71,1,7,negras,r3kbnr/pp1b1ppp/1qn1p3/3pP3/3p4/2PB1N2/PP3PPP/RNBQ1RK1 w kq - 2 8,Bd7,-20.0,c3d4,0
72,1,8,blancas,r3kbnr/pp1b1ppp/1qn1p3/3pP3/3p4/2PB1N2/PP1N1PPP/R1BQ1RK1 b kq - 3 8,Nbd2,12.0,d4c3,0
73,1,8,negras,2r1kbnr/pp1b1ppp/1qn1p3/3pP3/3p4/2PB1N2/PP1N1PPP/R1BQ1RK1 w k - 4 9,Rc8,-18.0,c3d4,0
74,1,9,blancas,2r1kbnr/pp1b1ppp/1qn1p3/3pP3/3p4/1NPB1N2/PP3PPP/R1BQ1RK1 b k - 5 9,Nb3,77.0,d4c3,0
75,1,9,negras,2r1kbnr/pp1b1ppp/1qn1p3/3pP3/8/1NpB1N2/PP3PPP/R1BQ1RK1 w k - 0 10,dxc3,-27.0,b2c3,0
76,1,10,blancas,2r1kbnr/pp1b1ppp/1qn1p3/3pP3/8/1NPB1N2/P4PPP/R1BQ1RK1 b k - 0 10,bxc3,66.0,b6c7,0
77,1,10,negras,2r1kbnr/ppqb1ppp/2n1p3/3pP3/8/1NPB1N2/P4PPP/R1BQ1RK1 w k - 1 11,Qc7,5.0,d1e2,0
78,1,11,blancas,2r1kbnr/ppqb1ppp/2n1p3/3pP3/8/1NPB1N2/P4PPP/R1BQR1K1 b k - 2 11,Re1,47.0,g8e7,0
79,1,11,negras,2r1kb1r/ppqbnppp/2n1p3/3pP3/8/1NPB1N2/P4PPP/R1BQR1K1 w k - 3 12,Nge7,-94.0,c1a3,0
80,1,12,blancas,2r1kb1r/ppqbnppp/2n1p3/3pP3/7P/1NPB1N2/P4PP1/R1BQR1K1 b k - 0 12,h4,81.0,e7g6,0
81,1,12,negras,2r1kb1r/ppqb1ppp/2n1p1n1/3pP3/7P/1NPB1N2/P4PP1/R1BQR1K1 w k - 1 13,Ng6,38.0,h4h5,0
82,1,13,blancas,2r1kb1r/ppqb1ppp/2n1p1n1/3pP3/7P/1NPB1N2/P3QPP1/R1B1R1K1 b k - 2 13,Qe2,5.0,a7a6,0
83,1,13,negras,2r1k2r/ppqbbppp/2n1p1n1/3pP3/7P/1NPB1N2/P3QPP1/R1B1R1K1 w k - 3 14,Be7,142.0,h4h5,0
84,1,14,blancas,2r1k2r/ppqbbppp/2n1p1n1/3pP2P/8/1NPB1N2/P3QPP1/R1B1R1K1 b k - 0 14,h5,-62.0,g6h4,0
85,1,14,negras,2r1k2r/ppqbbppp/2n1p3/3pn2P/8/1NPB1N2/P3QPP1/R1B1R1K1 w k - 0 15,Ngxe5,153.0,f3e5,0
86,1,15,blancas,2r1k2r/ppqbbppp/2n1p3/3pN2P/8/1NPB4/P3QPP1/R1B1R1K1 b k - 0 15,Nxe5,9.0,c6e5,0
87,1,15,negras,2r1k2r/pp1bbppp/2n1p3/3pq2P/8/1NPB4/P3QPP1/R1B1R1K1 w k - 0 16,Qxe5,98.0,e2e5,0
88,1,16,blancas,2r1k2r/pp1bbppp/2n1p3/3pQ2P/8/1NPB4/P4PP1/R1B1R1K1 b k - 0 16,Qxe5,-123.0,c6e5,0
89,1,16,negras,2r1k2r/pp1bbppp/4p3/3pn2P/8/1NPB4/P4PP1/R1B1R1K1 w k - 0 17,Nxe5,147.0,e1e5,0
90,1,17,blancas,2r1k2r/pp1bbppp/4p3/3pR2P/8/1NPB4/P4PP1/R1B3K1 b k - 0 17,Rxe5,-33.0,c8c3,0
91,1,17,negras,2r1k2r/pp1b1ppp/4pb2/3pR2P/8/1NPB4/P4PP1/R1B3K1 w k - 1 18,Bf6,155.0,e5e3,0
92,1,18,blancas,2r1k2r/pp1b1ppp/4pb2/3p3P/8/1NPBR3/P4PP1/R1B3K1 b k - 2 18,Re3,-161.0,f6c3,0
93,1,18,negras,4k2r/pp1b1ppp/4pb2/3p3P/8/1NrBR3/P4PP1/R1B3K1 w k - 0 19,Rxc3,201.0,c1b2,0
94,1,19,blancas,4k2r/pp1b1ppp/4pb2/3p3P/8/1NrBR3/P4PP1/1RB3K1 b k - 1 19,Rb1,-188.0,d7a4,0
95,1,19,negras,4k2r/pp1b1ppp/4pb2/7P/3p4/1NrBR3/P4PP1/1RB3K1 w k - 0 20,d4,210.0,e3f3,0
96,1,20,blancas,4k2r/pp1b1ppp/4pb2/7P/3p4/1NrB2R1/P4PP1/1RB3K1 b k - 1 20,Rg3,-249.0,h7h6,0
97,1,20,negras,5rk1/pp1b1ppp/4pb2/7P/3p4/1NrB2R1/P4PP1/1RB3K1 w - - 2 21,O-O,260.0,c1a3,0
98,1,21,blancas,5rk1/pp1b1ppp/4pb2/7P/3p4/1NrB2R1/PB3PP1/1R4K1 b - - 3 21,Bb2,-241.0,d7a4,0
99,1,21,negras,2r3k1/pp1b1ppp/4pb2/7P/3p4/1NrB2R1/PB3PP1/1R4K1 w - - 4 22,Rfc8,280.0,h5h6,0
100,1,22,blancas,2r3k1/pp1b1ppp/4pb2/7P/3p4/1NBB2R1/P4PP1/1R4K1 b - - 0 22,Bxc3,-232.0,d4c3,0
101,1,22,negras,2r3k1/pp1b1ppp/4pb2/7P/8/1NpB2R1/P4PP1/1R4K1 w - - 0 23,dxc3,271.0,d3c2,0
102,1,23,blancas,2r3k1/pp1b1ppp/4pb2/7P/8/1NpB2R1/P4PP1/3R2K1 b - - 1 23,Rd1,-198.0,c3c2,0
103,1,23,negras,2r3k1/pp3ppp/2b1pb2/7P/8/1NpB2R1/P4PP1/3R2K1 w - - 2 24,Bc6,225.0,d3c2,0
104,1,24,blancas,2r3k1/pp3ppp/2b1pb2/7P/8/1Np3R1/P1B2PP1/3R2K1 b - - 3 24,Bc2,-250.0,c6a4,0
105,1,24,negras,2r2k2/pp3ppp/2b1pb2/7P/8/1Np3R1/P1B2PP1/3R2K1 w - - 4 25,Kf8,338.0,g3d3,0
106,1,25,blancas,2r2k2/pp3ppp/2b1pb2/7P/8/1Np1R3/P1B2PP1/3R2K1 b - - 5 25,Re3,-267.0,c6a4,0
107,1,25,negras,2r2k2/p4ppp/1pb1pb2/7P/8/1Np1R3/P1B2PP1/3R2K1 w - - 0 26,b6,250.0,g1f1,0
108,1,26,blancas,2r2k2/p4ppp/1pb1pb2/7P/3N4/2p1R3/P1B2PP1/3R2K1 b - - 1 26,Nd4,-240.0,c6b7,0
109,1,26,negras,2r2k2/p4ppp/1p2pb2/3b3P/3N4/2p1R3/P1B2PP1/3R2K1 w - - 2 27,Bd5,237.0,d4b5,0
110,1,27,blancas,2r2k2/p4ppp/1p2pb2/3b3P/P2N4/2p1R3/2B2PP1/3R2K1 b - - 0 27,a4,-182.0,c8c4,0
111,1,27,negras,2r2k2/p4p1p/1p2pbp1/3b3P/P2N4/2p1R3/2B2PP1/3R2K1 w - - 0 28,g6,319.0,d4b5,0
112,1,28,blancas,2r2k2/p4p1p/1p2pbP1/3b4/P2N4/2p1R3/2B2PP1/3R2K1 b - - 0 28,hxg6,-214.0,h7g6,0
113,1,28,negras,2r2k2/p4p2/1p2pbp1/3b4/P2N4/2p1R3/2B2PP1/3R2K1 w - - 0 29,hxg6,240.0,d4b5,0
114,1,29,blancas,2r2k2/p4p2/1p2pbp1/1N1b4/P7/2p1R3/2B2PP1/3R2K1 b - - 1 29,Nb5,-212.0,a7a6,0
115,1,29,negras,5k2/p4p2/1p2pbp1/1N1b4/P1r5/2p1R3/2B2PP1/3R2K1 w - - 2 30,Rc4,307.0,b5a7,0
116,1,30,blancas,5k2/N4p2/1p2pbp1/3b4/P1r5/2p1R3/2B2PP1/3R2K1 b - - 0 30,Nxa7,-235.0,f6d4,0
117,1,30,negras,5k2/N4p2/1p2pbp1/3b4/Pr6/2p1R3/2B2PP1/3R2K1 w - - 1 31,Rb4,365.0,a7b5,0
118,1,31,blancas,5k2/5p2/1p2pbp1/1N1b4/Pr6/2p1R3/2B2PP1/3R2K1 b - - 2 31,Nb5,-236.0,d5b3,0
119,1,31,negras,5k2/5p2/1p2pbp1/1N1b4/P7/2p1R3/1rB2PP1/3R2K1 w - - 3 32,Rb2,313.0,b5a3,0
120,1,32,blancas,5k2/5p2/1p2pbp1/1N1b4/P7/2p1R3/1rB2PP1/2R3K1 b - - 4 32,Rc1,-288.0,f6g5,0
121,1,32,negras,5k2/5p2/1p2p1p1/1N1b2b1/P7/2p1R3/1rB2PP1/2R3K1 w - - 5 33,Bg5,215.0,b5c3,0
122,1,33,blancas,5k2/5p2/1p2p1p1/3b2b1/P7/2N1R3/1rB2PP1/2R3K1 b - - 0 33,Nxc3,-225.0,g5e3,0
123,1,33,negras,5k2/5p2/1p2p1p1/3b4/P7/2N1b3/1rB2PP1/2R3K1 w - - 0 34,Bxe3,277.0,f2e3,0
124,1,34,blancas,5k2/5p2/1p2p1p1/3b4/P7/2N1P3/1rB3P1/2R3K1 b - - 0 34,fxe3,-300.0,d5c4,0
125,1,34,negras,5k2/5p2/1pb1p1p1/8/P7/2N1P3/1rB3P1/2R3K1 w - - 1 35,Bc6,325.0,c2e4,0
126,1,35,blancas,5k2/5p2/1pb1p1p1/8/P3B3/2N1P3/1r4P1/2R3K1 b - - 2 35,Be4,-333.0,c6e8,0
127,1,35,negras,5k2/3b1p2/1p2p1p1/8/P3B3/2N1P3/1r4P1/2R3K1 w - - 3 36,Bd7,328.0,c1b1,0
128,1,36,blancas,5k2/3b1p2/1p2p1p1/8/P7/2NBP3/1r4P1/2R3K1 b - - 4 36,Bd3,-313.0,b2b3,0
129,1,36,negras,5k2/5p2/1pb1p1p1/8/P7/2NBP3/1r4P1/2R3K1 w - - 5 37,Bc6,305.0,d3e4,0
130,1,37,blancas,5k2/5p2/1pb1p1p1/8/P7/2NBP3/1rR3P1/6K1 b - - 6 37,Rc2,-368.0,b2b3,0
131,1,37,negras,5k2/5p2/1pb1p1p1/8/Pr6/2NBP3/2R3P1/6K1 w - - 7 38,Rb4,325.0,c2a2,0
132,1,38,blancas,5k2/5p2/1pb1p1p1/1B6/Pr6/2N1P3/2R3P1/6K1 b - - 8 38,Bb5,-366.0,c6b5,0
133,1,38,negras,5k2/5p2/1p2p1p1/1b6/Pr6/2N1P3/2R3P1/6K1 w - - 0 39,Bxb5,373.0,a4b5,0
134,1,39,blancas,5k2/5p2/1p2p1p1/1P6/1r6/2N1P3/2R3P1/6K1 b - - 0 39,axb5,-353.0,b4b3,0
135,1,39,negras,5k2/5p2/1p2p1p1/1P6/2r5/2N1P3/2R3P1/6K1 w - - 1 40,Rc4,382.0,g2g3,0
136,1,40,blancas,5k2/5p2/1p2p1p1/1P6/2r5/2N1P3/2R2KP1/8 b - - 2 40,Kf2,-389.0,c4c8,0
137,1,40,negras,8/4kp2/1p2p1p1/1P6/2r5/2N1P3/2R2KP1/8 w - - 3 41,Ke7,402.0,g2g3,0
138,1,41,blancas,8/4kp2/1p2p1p1/1P6/2r5/2N1P3/2R1K1P1/8 b - - 4 41,Ke2,-400.0,c4c8,0
139,1,41,negras,8/4k3/1p2p1p1/1P3p2/2r5/2N1P3/2R1K1P1/8 w - - 0 42,f5,416.0,e2d3,0
140,1,42,blancas,8/4k3/1p2p1p1/1P3p2/2r5/2NKP3/2R3P1/8 b - - 1 42,Kd3,-371.0,c4c7,0
141,1,42,negras,8/4k3/1p2p1p1/1P3p2/1r6/2NKP3/2R3P1/8 w - - 2 43,Rb4,423.0,g2g3,0
142,1,43,blancas,8/4k3/1p2p1p1/1P3p2/1r6/2NKP3/R5P1/8 b - - 3 43,Ra2,-408.0,e7f6,0
143,1,43,negras,8/8/1p2pkp1/1P3p2/1r6/2NKP3/R5P1/8 w - - 4 44,Kf6,508.0,a2a8,0
144,1,44,blancas,8/8/Rp2pkp1/1P3p2/1r6/2NKP3/6P1/8 b - - 5 44,Ra6,-546.0,f6e5,0
145,1,44,negras,8/8/Rp2pkp1/1P3p2/8/2NKP3/1r4P1/8 w - - 6 45,Rb2,520.0,g2g3,0
146,1,45,blancas,8/8/1R2pkp1/1P3p2/8/2NKP3/1r4P1/8 b - - 0 45,Rxb6,-442.0,b2b3,0
147,1,45,negras,8/8/1R2pkp1/1P3p2/8/2NKP3/6r1/8 w - - 0 46,Rxg2,558.0,b6c6,0
148,1,46,blancas,8/8/1R2pkp1/1P1N1p2/8/3KP3/6r1/8 b - - 1 46,Nd5+,-460.0,f6e5,0
149,1,46,negras,8/8/1R2p1p1/1P1Nkp2/8/3KP3/6r1/8 w - - 2 47,Ke5,878.0,d5f4,0
150,1,47,blancas,8/8/1R2p1p1/1P2kp2/5N2/3KP3/6r1/8 b - - 3 47,Nf4,-800.0,g2d2,0
151,2,1,blancas,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,e4,-54.0,e7e5,0
152,2,1,negras,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,e5,35.0,g1f3,0
153,2,2,blancas,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,Nf3,-51.0,b8c6,0
154,2,2,negras,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,Nc6,26.0,f1c4,0
155,2,3,blancas,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,Bb5,-35.0,g8f6,0
156,2,3,negras,r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,Nf6,30.0,b1c3,0
157,2,4,blancas,r1bqkb1r/pppp1ppp/2n2n2/1B2p3/4P3/3P1N2/PPP2PPP/RNBQK2R b KQkq - 0 4,d3,-24.0,f8c5,0
158,2,4,negras,r1bqk2r/pppp1ppp/2n2n2/1Bb1p3/4P3/3P1N2/PPP2PPP/RNBQK2R w KQkq - 1 5,Bc5,134.0,e1g1,0
159,2,5,blancas,r1bqk2r/pppp1ppp/2n2n2/1Bb1p3/4P3/2PP1N2/PP3PPP/RNBQK2R b KQkq - 0 5,c3,26.0,e8g8,0
160,2,5,negras,r1bqk2r/ppp2ppp/2n2n2/1Bbpp3/4P3/2PP1N2/PP3PPP/RNBQK2R w KQkq - 0 6,d5,89.0,f3e5,0
161,2,6,blancas,r1bqk2r/ppp2ppp/2n2n2/1Bbpp3/4P3/2PP1N2/PP2QPPP/RNB1K2R b KQkq - 1 6,Qe2,28.0,e8g8,0
162,2,6,negras,r1bqk2r/ppp2ppp/2n2n2/1Bb1p3/4p3/2PP1N2/PP2QPPP/RNB1K2R w KQkq - 0 7,dxe4,44.0,d3e4,0
163,2,7,blancas,r1bqk2r/ppp2ppp/2n2n2/1Bb1p3/4P3/2P2N2/PP2QPPP/RNB1K2R b KQkq - 0 7,dxe4,-9.0,e8g8,0
164,2,7,negras,r2qk2r/ppp2ppp/2n2n2/1Bb1p3/4P1b1/2P2N2/PP2QPPP/RNB1K2R w KQkq - 1 8,Bg4,97.0,b1d2,0
165,2,8,blancas,r2qk2r/ppp2ppp/2n2n2/1Bb1p3/4P1b1/2P2N1P/PP2QPP1/RNB1K2R b KQkq - 0 8,h3,-54.0,g4f3,0
166,2,8,negras,r2qk2r/ppp2ppp/2n2n2/1Bb1p3/4P3/2P2b1P/PP2QPP1/RNB1K2R w KQkq - 0 9,Bxf3,98.0,e2f3,0
